"argument_id","frame_id","frame","topic_id","topic","premise","stance","conclusion","conclusion_hash","premise_hash"
"13322","6","public opinion","1736","US offshore oil drilling","C. Jeffrey Eshelman of the Independent Petroleum Assn. of America said, ""We're seeing a large shift in public attitudes toward exploration.""","Pro","More and more favor offshore drilling during economic difficulty","c0d81bc3d396f1cc05b7d66eea880ecb","25f5856fedb81089f7f0fc51b7e41495"
"12767","6","public opinion","1666","Trying 9/11 terror suspects in NYC courts","The jobs created to handle the trying and imprisoning of terrorists are an attractive component of bringing them to US territory, particularly during economic difficulties. This is demonstrate in Illinois, where Senator Dick Durbin (D) has been seeking the opportunity for precisely this reason - to create jobs and possibly even win greater voter support.","Pro","Trying and imprisoning terrorists will be popular where it creates jobs.","f515e8141bab18ff2bcd849993659394","0847649809aa5ca32c826b9a7d1a015d"
"11959","6","public opinion","1533","Socialism","We should not judge the system according to the public opinion; there are more important values to note.","Con","Public opinion is immaterial.","a6d29fbfb8ee46c44cfc0932f7323283","9442e58f72221f0e4900b57b7c8de5d4"
"2598","6","public opinion","266","Catholic Church contraception policy","Removing the ban on contraception would help strengthen falling Church membership in developed nations by lifting a burden placed upon its members which a majority of Catholics in developed nations see as unworkable.","Con","Removing Church objections to condoms would increase attendance at Church.","e6548bd010fb89666d038cad49ce6739","5a8d61c1b4d9bf6f2451a2a26ae96193"
"8827","6","public opinion","942","Mandatory military service","The study shows strong support among youth for universal service. But these advocates usually neglect to mention that this support is based on a stated assumption in the survey question that such service would be 'an alternative to (compulsory) military service should one be instituted.' A truer reflection of youthful opinion is found in the survey's largely unreported question on community service as a requirement for high school graduation. That program is overwhelmingly opposed—by a 35 percent margin among current high school students. Interestingly, the same survey shows that 'instituting civics and government course requirements in schools is favored by a 15-point margin by current high school students.'","Con","Mandatory service supported due to belief in alternative","f1861b3aed1e00c988f5aabc826fc567","0ec3462d8a35ed595fca16cce75ede7f"
"10589","6","public opinion","1155","Pre-selecting sex of children","Genetics and Public Policy Center at Johns Hopkins University found that 60 percent of Americans are uncomfortable with sex selection for nonmedical reasons. Director of the center Kathy Hudson said in 2004, ""The use of a technology to fulfill parental desires is viewed as vain, capricious and frivolous.""","Con","A majority of Americans oppose sex selection for non-medical reasons.","d22c6442a9f32856c79d0e19e1150f6c","7b5fba3f7b4d9f1f9f639aaf88796926"
"13321","6","public opinion","1736","US offshore oil drilling","A Rasmussen poll found that 67% of voters nationwide support offshore drilling. In Florida, a poll released on June 30 showed that 59% of Floridians supported offshore drilling.","Pro","The majority of Americans support offshore drilling.","f4939d9c6089dd00ee6f3887d641c9c9","7af7f50c4abf365b2d0c36d0f8bb51fd"
"3331","6","public opinion","357","Corn ethanol","On the grounds that there are more efficient, more ""green"" energy alternatives than corn ethanol, many environmentalists oppose the further development of corn ethanol.","Con","Many environmentalists oppose corn ethanol","913d80093831dac56aed4e59dc6b26be","6e2d6f99aa1caf9480b7024b7651ba8f"
"4894","6","public opinion","531","English as US official language","The main argument against Official English is that it is discrimination against non-English speakers, violating their right to certain forms of protection under the law. Such minority rights are important to protect, and equally so against the opinions of the majority of Americans who may believe it is OK to violate these rights. Following majority opinion in advancing Official English would subscribe to a tyranny of the majority philosophy.","Con","Majority should not oppress minority non-English speakers.","d53f51e45bbd135dfcd968edb143739e","0c2def609fcaeb1d34449512333f27ad"
"93","6","public opinion","8","2009 US economic stimulus","President Barack Obama - ""The notion that tax cuts alone will solve all our problems; that we can ignore fundamental challenges like energy independence and the high cost of health care, that we can somehow deal with this in piecemeal fashion and still expect our economy and our country to thrive. I reject those theories, and so did the American people when they went to the polls in November and voted resoundingly for change.""","Pro","Citizens voted for change reflected in 2009 US stimulus","13b6d28400736b00dddcbe99686b7d8e","f9e89f222216ca4afd16ce51e4ce41a4"
"2103","6","public opinion","201","Bombing Hiroshima and Nagasaki","in August 1945 most Americans had a much different take on Hiroshima, a decision that cannot be fathomed without appreciation of the recently concluded Okinawa campaign (April 1-July 2) that had cost 50,000 American casualties and 200,000 Japanese and Okinawa dead. Okinawa saw the worst losses in the history of the U.S. Navy. Over 300 ships were damaged, more than 30 sunk, as about 5,000 sailors perished under a barrage of some 2,000 Kamikaze attacks.","Pro","Many Americans wondered why Japan wasn't bombed earlier","d5c0fd1357c3ab0f50edcd511c0381f4","50754df1fff8fb83c9a5412e7d5ac22c"
"817","6","public opinion","56","Animal testing","and signed a petition in support of it while he was prime minister. He said it was ""a sign of just how important I believe it is that as many people as possible stand up against the tiny group of extremists threatening medical research and advances in [the UK].""","Pro","British Prime Minister Tony Blair supports animal testing","b8d706e23a14a8b843a1a1f6cfce6b58","e2c4111fd82a35c6c5e7123ce68d1e46"
